Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"816,462063961646",491,"354,653446595156","311,007563347112","300,461909654258","413,17512196517","362,220441839604","372,006091874404","296,548677955039","259,903858371423","355,850643414958","305,456361789747","152,233083403341","229,144935412913","223,987462440086","259,88203152537","458,991178812745","417,564722834443","321,815316917536","303,749191763739","271,793976435512","184,249999999999","395,40188260278","169,379935954738","335,529526224111","566,067374449906","520,964668686708","370,974032746305","418,837294564616","407,978414228492","583,920054151541","901,84050644337","267,993608810036","530,920713724721"
,"1019,31701403926",252,"84,5360120592813","136,193161793393","87,0493541962834","39,8463841860219","108,588581030731","102,039343327815","153,238623668557","67,610714511074","121,626963354074","116,917652028979","84,0082160423781","128,375440091997","113,478017293928","74,902770619495","95,675709222478","119,417086282218","91,1282465035443","58,7413115665412","89,303059629417","65,6523944656036","174,378167958761","103,158460764266","100,087604271154","172,940809734422","89,0752930166905","286,963888877019","719,600000000002","108,812908432739","142,99556222893","69,4260748432251","211,816535287477","243,950252924026"
,"860,950056210246",78,"383,941258728713","165,759005890772","249,376577498329","174,764501507155","457,226118386035","298,072267914982","157,22641214109","165,038995363369","163,422857287114","323,86644236481","286,745670970741","166,187311304933","285,875455430116","396,35487834986","211,450370152468","286,747046424566","488,250000000001","189,005339914193","279,27864213711","79,0840718009765","393,413796906604","277,385972324558","354,403042620962","299,080319147182","501,946649924629","363,852828987316","326,139849641355","450,210601534702","408,887157884139","240,292238861549","202,10699942729","392,023512859787"
,"1114,21398429162",52,"836,1","723,7","777,65","461,75","511,15","446,65","1232,25","1044,35","463,3","483,45","416,8","478,75","653,55","426,75","808,95","325,25","649,55","1164,1","670,4","638,999999999998","774,4","431,45","826,949999999998","461,9","514,7","343,05","305,35","273,9","750,95","747,25","530,65",411
,"894,025200366981",78,"232,635565494026","236,842740280184","246,231384749594","212,868601240942","373,245604232228","288,695184587663","315,172507286771","496,250000000001","305,340396703711","163,760839954953","274,90572272282","206,310860016861","249,468938576416","194,273997959682","228,548147220488","348,033981907664","280,390599586001","487,390568260135","158,978392219449","192,682526027419","263,58628105842","177,458259084531","402,498186639724","311,826351513696","358,910039891041","136,081018384609","701,253950553877","607,67346201608","357,883789387191","359,716901952567","59,7593027049152","270,952728205961"
,"1176,73394409697",240,"120,049999999999","89,9","183,750000000003","65,9499999999996","112,049999999999","177,849999999999","109,75","57,2499999999997","61,2999999999997","109,55","119,5","107,049999999999","112,299999999999","94,4999999999995","70,4499999999996","58,8","63,1499999999997","102,849999999999","59,7500000000013","86,0500000000018","79,2999999999996","88,7499999999995","138,1","172,549999999999","258,25","193,050000000004","763,8","185,450000000004","170,399999999999","230,799999999999","238,949999999998","171,099999999999"
,"857,582729340209",254,"186,800000000001","434,999999999995","283,45","232,000000000002","222,899999999999","124,94306630511","139,881071580313","242,500000000001","242,499999999998","212,05","93,3558928054674","119,3","104,732450435922","167,5","131,549999999999","184,649999999999","243,799999999999","322,400000000002","240,699999999998","151,595575311804","300,5","45,6091231458567","307,694027828285","430,399999999999","329,410245869833","598,250000000002","273,649999999999","298,449999999999","388,099999999999","265,6","218,799999999999","234,910127773526"
,"789,487582085468",470,"184,709747116546","165,79765089921","177,746482126067","78,4604512640863","170,912448589439","132,270252515588","162,324583739153","108,7805492408","187,586654902004","102,954023508412","136,34639278672","126,257686805664","144,186739082648","161,084955235744","120,241719076255","229,249627754071","185,826126344083","96,4149785532259","188,038343658974","183,578094448271","185,550000000001","162,71459746097","164,748894203116","327,389059102421","730,499999999996","282,618314469607","139,155921756439","331,561425926954","396,163461005818","320,450364381125","195,846577021213","535,392892147988"
,"415,566785622042",388,"88,8518330140685","70,9513185896391","62,9734053653905","136,256421404167","87,2947128103377","108,593252068141","111,204038631403","123,923896734663","116,041000220125","111,740246502542","153,781264966087","94,0643387214692","140,269157843382","155,324982016076","55,3827537949397","123,526855278045","122,989515562483","154,001274605647","88,4443047127527","119,110233942908","81,6659690776495","59,7796358486768","95,1454428111007","248,491378493854","114,888213638248","191,063505619063","434,299999999999","159,195952746242","232,166418685065","332,784731019369","191,954208366916","192,862709868637"
,"690,377874756617",458,"215,383887611971","152,7783733463","102,048247298818","179,796084639837","266,286785657053","186,68297432234","121,113424255118","153,558050778826","154,694291844763","161,403339948578","105,261863640579","127,795601984454","154,483457373213","169,915969258627","193,526603478334","176,014592275571","141,208719097144","215,433813558401","79,5405662325268","230,47065142396","335,97318743749","278,464166290158","159,96091735393","530,827848128707","590,835233572669","749,89371031039","430,363756919444","1091,77545055175","333,002940026874","447,667947316572","494,819204894086","284,383534145589"
,"378,438919521685",489,"96,2991310712731","106,490928029439","236,23145055","114,24818830678","101,597309563788","81,9938522998458","117,603266191995","140,901847911781","125,872036356516","108,391061634266","116,301626535139","62,9219115094104","101,428843288529","72,7538838446918","123,26319901646","79,7484018951268","147,018628476403","138,05930397029","102,193717675616","154,647293898143","109,577365914125","86,4954474202338","95,4726534382796","294,199999999999","209,113095742826","172,776531144336","171,709977959191","509,350000000001","232,776347517602","365,876015639722","280,937655680328","279,646369059246"
,"428,641879085812",60,"447,038370746509","205,604409895399","170,038991346786","100,284647741722","220,176250253915","365,618348912588","542,230800449006","167,216568280099","116,001139625384","144,20182846534","107,558189470528","60,6852060335714","82,4493560039957","94,007431859364","186,999606876999","290,352915384541","48,4692166624473","104,502091409825","315,722157579314","178,897600303086","193,476773437773","96,7800500420116","246,451103280516","204,838101028955","229,933893496619","155,809752017697","50,4890542362104","105,790575918851","235,341718704216","366,971258956739","370,699999999999","312,907649610263"
,"530,340496086752",259,"118,918633760585","181,099999999999","183,899999999999","173,749999999999","79,4412539919918","119,228269215978","148,69864165857","181,099999999999","163,693712112538","147,042505697814","55,4540364623462","121,05417072511","273,599999999998","175,550000000001","129,235468827188","158,699999999998","139,752168229411","201,899999999999","199,704848069814","49,6791911125017","205,817156672611","64,4177160689365","139,109438524127","163,186441759711","162,332911273294","228,45","218,011312626486","109,199049939681","226,059328649601","399,15","150,485781109179","453,800000000002"
,"598,452873326047",409,"159,8488580121","134,986056678143","99,9648915403986","144,894301680671","153,780995288108","130,88236898043","93,2034120968192","100,262727999488","179,676358283065","80,9164730807562","122,554164537997","120,992608030926","120,595359562158","99,3172159657136","102,034947645064","72,9754472364834","122,62731820001","128,622621854759","115,491716447524","143,008937306866","89,8120378129275","103,335792913758","69,7378703881923","297,879910245557","453,749999999999","268,534840632042","584,400000000001","251,470327644389","158,550780580728","239,962677366562","286,006841293581","125,109397178257"
,"505,38827068465",430,"104,75602055639","170,4","113,193185426214","116,996451788749","101,284546273746","96,6143601246266","80,2569528832243","69,1487687907414","93,6013158870859","99,5398533858243","80,648130987009","62,9275509954473","69,5533459584642","88,1842675557073","65,0181106279354","127,458990459555","175,115280811726","56,8627969737174","50,7402412676427","121,75433612066","381,901232872512","98,00869740063","98,7424668467198","148,847009094743","162,943085827202","145,392670261384","173,424118356261","163,580313980896","192,820903618504","197,686414793475","374,577593566527","181,248259465618"
,"758,342338994748",268,"79,8418932589036","83,3867830852055","91,6144220847819","59,6743223291305","139,749999999999","28,4989007128861","62,9331522381063","87,3872888004457","136,7","88,5631777532218","42,013974270335","104,544653758649","97,9000000000007","71,064836564272","43,7947707118442","87,6922961880325","39,0362443166412","70,7641320216598","89,3343038011762","91,8970222575315","97,058286947232","72,297503484104","36,6136298926317","508,850000000007","188,665977559347","123,905879669237","169,873987094256","71,4752190355369","63,8764080454641","95,532675728901","69,0907387901742","167,506008244551"
